
# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\mario\mario.png	255	255	255
20	textures\misc.png	176	224	248
10	textures\enemies.png	3	26	110
30	textures\map\man1\tiles.png	255	255	255
40	textures\misc\misc.png	176	255	255
41	textures\misc\misc-6.png	255	255	255
50	textures\enemie\enemies.png	255	255	255
60	textures\enemie\enemies-2.png	255	255	255
70	textures\enemie\enemies-3.png	255	255	255
81	textures\enemie\enemies-5.png	25	25	255
80	textures\map\man1\tile-map1-1.png	255	255	255
82	textures\misc\effect1.png	176	255	255
83	textures\misc\end.png	176	255	255


#maptile
#name    texture_id	widthmap	geightmap
[MAP]
tile-map1-1.txt	80	2816	656



# id	left	top	right	bottom	texture_id	x	y
[SPRITES]
#TEXT END GAME
91071	35	8	219	53	83
#khoi ong

91070	171	358	202	406	40
91072	222	376	254	407	40

#HUD
11101	12	128	244	156	41
#hat,mu
15501	156	144	171	160	40
15502	178	144	194	160	40
15503	200	153	216	160	40
#card
15520	185	159	207	186	41
15521	209	159	231	186	41
15522	232	159	256	186	41
#card image
15550	160	159	183	187	41
15551	185	159	207	187	41
15552	209	159	231	187	41
15553	233	159	256	187	41

#coin
91001	59	88	72	97	41
91002	74	88	87	97	41
91003	89	88	102	97	41
91004	104	88	118	97	41
91005	120	88	135	97	41
91006	137	88	154	97	41
91007	156	88	173	97	41
91008	175	88	192	97	41
91009	195	88	210	97	41

#nang luong
91010	92	162	99	168	41
91012	101	162	114	168	41
#mat tien rua
91011	334	100	347	115	40

#effect 
91030	12	12	35	27	82
91031	43	12	66	27	82


# BIG MARIO 
# idle right
10001	215	244	229	271	0
# walk
10002	254	243	271	270	0		
10003	294	244	310	270	0
# idle left
10011	175	244	190	269	0
#walk
10012	135	244	149	270	0
10013	94	244	111	268	0
#nhay phai,trai
10014	335	244	350	269	0
10015	54	244	70	269	0
#chay run phia trai
10016	295	244	310	269	0
10017	95	244	110	269	0
#da phai
10018	252	283	273	309	0
#da trai
10019	133	283	154	310	0
#mario big prepare fly
10154	213	323	231	350	0
10155	253	323	272	350	0
10156	174	323	192	350	0
10157	134	323	152	350	0


#co duoi idle phai
10052	211	443	232	470	0
#co duoi idle trai
10053	174	443	195	470	0
#co duoi di phai
10054	262	443	283	470	0
#co duoi di trai
10055	122	443	143	470	0
#co duoi run phai
10056	291	443	312	470	0
#co duoi run trai
10057	92	443	113	470	0
#co duoi nhay phai
10058	52	443	75	470	0
#co duoi nhay trai
10059	331	443	354	470	0
#co duoi nam ngang phai ,trai
10060	236	443	258	470	0
10061	148	443	170	470	0
#co duoi tan cong phai trai
#MAT TRUOC

10092	210	443	232	470	0
#duoi ngang
10093	236	443	258	470	0
#mat truoc
10094	345	483	371	511	0

10095	160	364	192	392	0
10096	207	364	230	364	0
#MAT SAU
10097	361	404	387	432	0

#ben trai
10098	361	364	391	391	0
#duoi ngang
10100	160	364	192	392	0
#mat truoc
10101	25	483	50	511	0	7	0
10102	208	364	230	392	0	7	0
#MAT SAU
10103	05	404	31	432	0	7	0
#mario duong ong
10108	35	483	51	511	0
10109	355	483	371	511	0


#co duoi  idle phai
10078	322	523	343	551	0
#co duoi idle trai
10079	63	523	84	551	0
#co duoi cam rua di phai
10080	351	523	372	551	0
#co duoi cam rua di trai
10081	33	523	54	551	0
#co duoi cam rua run phai
10082	381	523	404	551	0
#co duoi cam rua idle trai
10083	2	523	25	551	0
#co duoi da chan big PHAI TRAI
10090	247	483	279	511	0
10091	137	483	159	511	0



#ngoi mario big phai,trai
10062	376	248	390	266	0
10063	16	248	30	266	0
#mario co duoi ngoi phai ,trai
10064	372	448	393	466	0
10065	12	448	33	466	0
#bay tren khong PHAI
10066	291	602	314	631	0
10067	331	602	354	631	0
10068	371	602	394	631	0
#bay tren khong trai
10069	91	602	114	631	0
10070	51	602	74	631	0
10071	11	602	34	631	0

#mario cam rua phai, trai big
10072	331	323	344	350	0
10073	61	323	75	350	0
#mario chay cam rua phai, trai big
10074	356	323	370	350	0
10075	381	323	395	350	0

10076	35	323	50	350	0
10077	10	323	25	350	0

#mario bay tam thap phai trai
10084	211	603	234	629	0
10085	251	603	274	629	0

10086	172	603	194	629	0
10087	132	603	154	629	0
#co duoi phanh phai trai
10088	215	482	231	511	0
10089	175	482	191	511	0
#mario co duoi prepare fly
10104	211	523	235	551	0
10105	251	523	275	551	0
10106	171	523	195	551	0
10107	131	523	155	551	0


#mario big bo sung
#mario big cam rua walking right left
10150	356	323	371	349	0
10151	381	323	396	349	0

10152	35	323	49	349	0
10153	10	323	24	349	0


#mario lua
#idle phai
10201	216	683	228	710	0
#idle trai
10202	176	683	190	710	0
#walking right
10203	255	683	271	710	0
#walking left
10204	135	683	151	710	0
#run right
10205	295	683	311	710	0
#run left
10206	94	683	111	710	0
#jump phai trai
10207	335	683	351	710	0
10208	55	683	71	710	0
#nem dan phai trai
10209	386	803	400	830	0
10210	366	803	379	830	0

10211	6	803	20	830	0
10212	27	803	40	830	0
#lua phanh phai trai
10213	215	722	231	750	0
10214	175	722	191	750	0
#da chan phai trai
10215	252	723	272	749	0
10216	133	723	153	749	0
#cam rua lua idle phai trai
10217	331	763	344	790	0
10218	61	763	75	790	0
#cam rua lua walking phai trai
10219	356	763	370	790	0
10220	35	763	49	790	0


#co chan dao chieu phai
10050	215	283	231	311	0
#co chan dao chieu trai
10051	175	283	190	310	0
# die 
10099	375	209	391	225	0
# SMALL MARIO
# idle small right
10021	216	89	229	104	0
# walk
10022	256	90	270	104	0
10023	256	90	270	104	0
# idle small left
10031	177	89	188	105	0
# walk
10032	134	90	148	105	0
10033	134	90	148	105	0
# nhay
10024	54	89	70	105	0
10034	334	89	352	104	0
#mario an nam trai
10035	16	243	29	270	0
10036	176	243	189	270	0
#mario an nam phai
10037	375	243	390	270	0
10038	215	243	230	270	0
#mario phanh phai trai
10039	216	129	230	144	0
10040	176	129	190	144	0
#cam rua small 
10041	337	169	349	184	0
10042	56	169	69	184	0
#da chan small
10043	255	129	270	144	0
10044	135	129	151	144	0
#mario cam rua walking,run phai trai
10045	376	169	391	184	0
10046	15	169	29	184	0


#BRICK
20001	222	223	239	240	30
#gach o nho
20050	

#brickdoi
20002	426	239	443	256	30
#hinh khoi
#hinh vuong mau gach
20004	1	52	18	53	30
20005	18	52	35	53	30
20006	36	52	53	53	30
#hinh chu nhat xanh
20007	52	52	69	69	30
20008	69	52	86	69	30
20009	86	52	103	69	30
#hinh chu nhat xanh la cay
20029	52	1	69	18	30
20030	69	1	86	18	30
20031	86	1	103	18	30
#ong khoi
20013	289	69	306	86	30
20014	289	51	306	69	30
20015	306	51	324	69	30
20016	306	68	324	86	30
#hinh vhu nhat xanh ,trang,gach
#mau xanh
20017	290	69	307	86	30
20018	290	52	307	69	30
20019	307	52	324	69	30
20020	307	68	324	86	30
20018	290	52	307	69	30
20019	307	52	324	69	30
20020	307	68	324	86	30

#mau gach
# da load roi,3 cai
#mau trang
20024	290	69	307	86	30
20025	290	52	307	69	30
20026	307	52	324	69	30
20027	290	69	307	86	30
20028	290	52	307	69	30

#gach effect
20050	274	188	290	203	40
20051	293	188	309	203	40
20052	312	188	328	203	40
20053	332	188	347	203	40
#GOOMBA
30001	5	14	21	29	10
30002	25	14	41	29	10
#die
30003	45	21	61	29	10
#goomba re co canh
30004	66	35	86	59	81
30005	90	35	109	59	81
#co canh thap nhay
30011	116	35	136	59	81
30012	140	35	160	59	81
#co canh thap
30006	116	40	136	59	81
30007	140	40	160	59	81
# ko canh
30008	104	70	120	86	81
30009	125	70	140	86	81
#die red
30010	145	77	161	86	81

#brick with question mark animation
40001	300	117	316	133	20
40002	318	117	334	133	20
40003	336	117	352	133	20
40004	355	117	370	133	20
40005	153	238	170	255	30
#brick question die
40007	235	188	251	204	40
#nam
40006	137	137	153	152	30
# Mushroom
50001	137	137	153	152	30
50007	156	121	172	136	40
#la cay
50002	180	123	195	136	40
50006	374	121	390	134	40
#money
50003	294	101	302	115	40
50004	308	101	316	115	40
50005	319	101	327	115	40

#Turle trai phai
#rua xanh ko canh
60001	2	1	18	27	60
60002	52	1	68	27	60
60003	102	1	118	27	60
60004	152	1	168	26	60
60005	32	149	48	164	81
60006	75	127	91	143	81
#rua xanh co canh
60007	147	129	163	156	81
60008	126	129	142	156	81
60009	105	129	121	156	81
#rua do ko canh
60010	28	67	44	93	81
60011	47	67	63	93	81
60012	71	74	89	90	81
60013	29	97	45	113	81

60014	204	70	220	96	81
60015	224	70	240	96	81
#plant
70001	7	33	22	65	81
70002	249	74	265	106	81
70003	7	71	22	103	81
70004	201	34	217	66	81
70005	7	166	22	190	81
70006	257	168	273	192	81
70007	7	195	22	219	81
70008	257	196	273	220	81
70009	7	108	22	131	81
70010	7	137	22	161	81


#bullet
80001	121	73	129	81	70
80002	143	269	151	277	70
80003	143	199	151	207	70
80004	138	279	146	287	70
					
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

#end game
91071	91071	100
# ==== MARIO =========
#idle BIG right
400	10001	100
#idle BIG left
401	10011	100
#nhay phai, trai
404	10014	100
405	10015	100
#idle small right
402	10021	100
#idle small left
403	10031	100
#run right big
406	10001	20	10002	20	10003	20	10016	20
#run left big
407	10011	20	10012	20	10013	20	10017	20
#da phai big
408	10018	1000
#da trai big
409	10019	1000
#co chan dao chieu phai
410	10050	100
#co chan dao chieu trai
411	10051	100
#co duoi idle phai
412	10052	100
#co duoi idle trai
413	10053	100
#co duoi di phai
414	10052	100	10054	100
#co duoi di trai
415	10053	100	10055	100
#co duoi run phai
416	10052	50	10054	50	10056	50
#co duoi run trai
417	10053	50	10055	50	10057	50
#co duoi nhay phai
418	10058	100
#co duoi nhay trai
419	10059	100
#ngoi big phai ,trai
420	10062	100
421	10063	100




#xoay duoi phai big
422	10060	50
#xoay duoi trai big
423	10061	50
#ngoi co duoi phai,trai
424	10064	100
425	10065	100
#bay tren khong phai
426	10066	20	10067	20	10068	20
#bay tren khong trai
427	10069	20	10070	20	10071	20
#cam rua big phai,trai idle
428	10072	100
429	10073	100



#co duoi cam rua idle phai trai
430	10078	100
431	10079	100
#co duoi cam rua di phai trai
432	10080	100
433	10081	100
#co duoi cam rua walking phai trai
434	10078	100	10080	100
435	10079	100	10081	100
#co duoi bay tam thap
436	10084	20	10085	20
437	10086	20	10087	20
#roi tu do
438	10084	100
439	10086	100
#co duoi da chan phai trai
440	10090	100
441	10091	100
#co duoi phanh phai trai
442	10088	100
443	10089	100
#co duoi run cam rua
444	10078	100	10080	100
445	10079	100	10081	100
#co duoi tan cong phai trai
446	10094	100	10095	100	10097	20
447	10101	100	10102	100	10103	20
#co duoi prepare fly
448	10104	20	10105	20
